Indicator,Label_1,Label_2,X1_id,X2_id
1,Electronic,Experimental,110103,48863
1,Electronic,Hip-Hop,64538,91309
1,Electronic,Folk,21422,91933
1,Rock,Pop,120518,96944
1,Instrumental,Hip-Hop,114535,150288
1,Instrumental,Hip-Hop,123485,149118
1,Experimental,Folk,137551,91933
1,Electronic,International,115722,59718
1,Folk,Hip-Hop,129439,146152
1,Electronic,International,108525,56465
1,Instrumental,International,115473,129887
1,International,Folk,43594,85438
1,International,Experimental,53302,615
1,Instrumental,Hip-Hop,80518,89860
1,Experimental,Instrumental,125239,95725
1,Electronic,Folk,69732,84157
1,Folk,International,129439,4233
0,Rock,Rock,120518,62337
1,Rock,Pop,35571,35608
1,Hip-Hop,Pop,12526,51260
1,Experimental,Hip-Hop,20424,64517
1,Rock,Pop,122080,127298
1,International,Rock,107184,96718
0,Electronic,Electronic,114282,47070
1,Pop,Folk,127294,47662
1,International,Experimental,115269,69002
1,Electronic,Experimental,124752,127155
1,Experimental,Electronic,20424,47070
0,Folk,Folk,10443,12490
1,Rock,Pop,13325,54666
1,Instrumental,Folk,123468,67764
1,Electronic,Pop,112490,85956
1,Folk,Hip-Hop,12484,17496
1,Hip-Hop,Electronic,110772,57417
1,Electronic,Folk,110690,40244
1,Instrumental,Electronic,116467,64538
1,Pop,Instrumental,127294,133551
1,Electronic,Folk,26859,78213
1,Rock,Instrumental,108297,120302
1,Rock,Folk,117885,126748
1,Instrumental,Experimental,120302,40122
1,Electronic,Hip-Hop,144592,147267
1,Instrumental,Folk,118068,12058
1,Experimental,Pop,44354,86119
1,Experimental,Instrumental,44853,52446
1,Instrumental,Hip-Hop,103519,108837
1,Rock,Electronic,114413,124917
1,Electronic,Folk,133016,134981
1,Pop,Hip-Hop,126103,97569
1,Hip-Hop,Pop,109686,19689
1,International,Electronic,4102,71508
1,International,Pop,113271,50272
1,Pop,Rock,107046,131657
1,Pop,International,121594,80696
1,Pop,Experimental,41820,615
1,International,Folk,115269,42659
1,Experimental,Instrumental,102092,80515
1,International,Folk,53302,88879
0,Pop,Pop,120189,90587
1,International,Experimental,131941,149776
1,Rock,International,13325,152254
1,Pop,Instrumental,111385,75433
1,Electronic,Instrumental,47070,75429
1,International,Instrumental,115269,131325
1,Pop,Instrumental,120188,125612
1,Experimental,Instrumental,119063,123468
1,Folk,Electronic,126489,85291
1,Folk,International,12986,6354
1,Electronic,Folk,57417,88879
1,Pop,Instrumental,120188,130991
1,Pop,Electronic,19689,40845
1,Experimental,Rock,118000,50448
0,Instrumental,Instrumental,132678,133440
1,Hip-Hop,Folk,36985,68854
1,Instrumental,Experimental,119895,38893
1,Pop,International,22478,98300
1,Pop,Rock,121735,256
1,Electronic,Rock,140926,38557
1,International,Pop,33070,55288
1,Electronic,International,124752,4233
0,Rock,Rock,106876,50448
1,Hip-Hop,International,11777,33070
1,Instrumental,Rock,118068,96935
1,Instrumental,Experimental,128886,24217
1,Instrumental,Folk,126885,49846
1,International,Pop,121913,35608
1,Pop,International,55289,98300
1,Rock,Pop,106876,126426
1,Rock,Hip-Hop,57500,71253
1,Folk,Experimental,10443,134643
1,Electronic,Pop,127263,39530
1,Rock,Hip-Hop,106876,91309
1,Experimental,Rock,118195,120518
1,Electronic,Rock,133016,137998
1,International,Rock,53302,87152
1,Rock,Electronic,26638,85291
1,Folk,International,61012,73768
1,Rock,International,112733,113271
1,Rock,International,114413,43594
1,Rock,Electronic,110410,116878
1,Folk,Electronic,12052,26629
1,Experimental,Electronic,109106,116878
1,International,Hip-Hop,129874,132961
1,Electronic,Pop,104283,127181
1,Pop,Hip-Hop,55288,75749
1,Folk,Pop,131900,86634
1,Folk,Instrumental,110927,121661
1,Folk,International,129439,91179
1,Instrumental,Hip-Hop,132678,75393
1,Folk,Rock,12046,50448
1,Experimental,International,134643,24747
1,Instrumental,Pop,132675,52393
0,International,International,129874,131941
1,Rock,Folk,108967,85967
0,Instrumental,Instrumental,110652,133551
1,International,Hip-Hop,51992,72468
1,Electronic,Pop,133016,91158
1,Experimental,Electronic,46238,69193
1,Folk,Rock,107571,96718
1,Pop,Experimental,11198,119379
1,Electronic,International,114062,115269
1,Instrumental,International,103519,60548
1,Instrumental,Rock,126408,42310
1,Experimental,Instrumental,119379,141290
1,Pop,Folk,46736,47662
1,Hip-Hop,International,103800,59685
1,International,Pop,129874,67760
1,Folk,Instrumental,113359,118068
1,Electronic,Experimental,110690,44804
1,Electronic,Experimental,115392,119379
1,Hip-Hop,Electronic,12526,85291
1,International,Instrumental,129874,133551
1,International,Hip-Hop,6366,71252
1,Instrumental,Electronic,132675,69732
1,Pop,Experimental,120188,64861
0,Experimental,Experimental,7379,86081
1,Rock,Pop,55714,77564
1,Rock,Hip-Hop,114397,134825
1,Experimental,Instrumental,125239,130991
1,Hip-Hop,Folk,11777,68852
1,Instrumental,International,123485,62188
0,Instrumental,Instrumental,133447,75436
1,Instrumental,Hip-Hop,120776,64517
1,Folk,Instrumental,12484,133438
1,Hip-Hop,Pop,149118,68355
1,Instrumental,International,128886,6366
1,Folk,Pop,58135,85956
1,Pop,Rock,127298,70402
1,Folk,Rock,126748,9559
1,Instrumental,Hip-Hop,143305,98569
1,Pop,Electronic,41820,48437
1,Hip-Hop,International,144170,53724
1,Pop,Experimental,55289,615
1,Instrumental,Electronic,119895,140934
1,Folk,Electronic,116451,84198
0,Folk,Folk,84157,88858
1,International,Electronic,113699,64537
1,International,Hip-Hop,110449,43867
1,Electronic,Folk,127263,72046
1,International,Instrumental,115271,75429
1,Pop,International,37324,54443
0,Hip-Hop,Hip-Hop,103800,123968
0,Electronic,Electronic,133016,57417
1,Electronic,Hip-Hop,126899,149118
1,Hip-Hop,Pop,110772,127298
1,Folk,Hip-Hop,12986,91309
1,Rock,International,10668,33070
1,Folk,Electronic,107571,21422
1,Folk,Pop,85438,91158
1,Instrumental,Folk,120776,84157
1,Pop,Folk,142551,4017
1,Experimental,Electronic,139330,84264
1,International,Experimental,14602,20424
0,Folk,Folk,104008,210
1,Electronic,Experimental,104284,86081
1,Experimental,Instrumental,119379,120302
1,Experimental,International,113203,91179
1,Rock,Electronic,106567,124752
1,Rock,Hip-Hop,87152,89178
1,Hip-Hop,Folk,154307,68852
1,Rock,Experimental,137998,7379
1,Instrumental,Rock,120773,86419
0,Rock,Rock,141878,55714
1,Electronic,Rock,40725,87151
1,Electronic,Rock,121452,122088
1,International,Experimental,6396,92887
1,Electronic,Hip-Hop,85291,89447
1,Folk,Experimental,126489,128879
1,Rock,Folk,3766,88879
1,International,Hip-Hop,115271,24424
1,Folk,International,107571,115263
1,Pop,Hip-Hop,27802,36985
1,Hip-Hop,Pop,129910,153956
1,International,Electronic,25802,56802
1,Pop,Hip-Hop,120188,130710
0,Instrumental,Instrumental,122621,93917
1,Instrumental,Hip-Hop,116099,129910
1,Instrumental,Rock,132675,38557
1,Hip-Hop,Pop,111934,120189
1,Folk,Hip-Hop,72046,98617
1,Instrumental,Hip-Hop,52446,89447
1,Electronic,Rock,47070,87151
1,Pop,Folk,46736,78213
1,Folk,International,136134,43594
1,Electronic,Pop,108525,127294
1,International,Electronic,27194,64538
1,Hip-Hop,Electronic,107020,26629
1,Pop,Electronic,138062,39607
1,Hip-Hop,Experimental,109686,127155
1,Pop,Rock,121735,38557
1,Hip-Hop,Experimental,64516,92565
1,Electronic,International,55786,98656
1,Pop,International,126362,33070
1,Folk,Instrumental,110927,120776
0,Rock,Rock,108297,138060
1,Rock,Folk,141878,85967
0,Electronic,Electronic,121452,57417
1,Instrumental,Experimental,141290,69002
1,Pop,Rock,35608,42310
1,Pop,Electronic,120188,124917
1,Instrumental,Folk,118068,78213
0,Electronic,Electronic,124917,72215
1,Rock,Experimental,107506,82886
1,Pop,Instrumental,111389,139003
1,Folk,Pop,58135,86119
1,Rock,Instrumental,137998,52446
0,Instrumental,Instrumental,113789,139003
1,Hip-Hop,Pop,64516,87190
1,Hip-Hop,International,123968,59718
1,Instrumental,Hip-Hop,110652,110772
1,Instrumental,Pop,120776,127181
1,International,Experimental,110449,127155
1,Rock,International,137593,91183
1,Folk,Electronic,116706,127263
1,International,Hip-Hop,59657,89447
1,Instrumental,Electronic,133447,69732
1,Pop,Experimental,142551,44799
1,International,Pop,4102,51265
1,Instrumental,Electronic,133447,64537
1,Instrumental,Pop,120302,77564
1,Instrumental,Rock,143239,75785
0,Pop,Pop,107046,22478
1,Rock,Experimental,110410,7393
1,Instrumental,Experimental,143305,68573
1,Instrumental,International,14583,98656
1,Electronic,Folk,127263,134981
1,International,Instrumental,131941,75433
1,Electronic,Hip-Hop,108339,71230
1,Folk,Experimental,47865,615
1,Folk,Electronic,190,79605
1,Instrumental,International,122621,31888
1,Rock,International,137998,98300
1,Folk,Instrumental,131900,93917
1,Instrumental,Hip-Hop,128887,24428
0,Instrumental,Instrumental,133551,139003
1,Pop,Electronic,121594,140934
1,International,Pop,53302,86634
1,Pop,Rock,120189,3766
1,Electronic,Folk,115722,68854
1,Instrumental,Folk,120771,76437
1,Pop,Experimental,77564,82886
1,Experimental,Rock,139330,62337
1,Experimental,Folk,24217,72046
1,International,Folk,31888,47662
1,Hip-Hop,Instrumental,11791,121661
1,International,Hip-Hop,115269,130710
1,Instrumental,International,122621,59718
1,Folk,Hip-Hop,126489,143290
0,Folk,Folk,3708,67764
0,Pop,Pop,55289,87190
1,International,Folk,110449,49846
0,Electronic,Electronic,69193,85291
0,Instrumental,Instrumental,118068,120328
1,Pop,Hip-Hop,126103,71691
1,Electronic,Instrumental,127263,75429
1,Pop,Hip-Hop,126103,146724
1,Instrumental,Hip-Hop,132678,91312
1,Hip-Hop,Rock,149118,32081
1,Experimental,Rock,24217,35537
1,Instrumental,Hip-Hop,110652,6610
1,Rock,Experimental,114397,135054
1,Electronic,Pop,40725,51265
1,Electronic,Pop,114282,127294
1,Rock,International,141878,80696
1,Experimental,Instrumental,137551,52446
1,Folk,Hip-Hop,10381,109686
1,Instrumental,Pop,110652,67760
1,Experimental,International,11237,4102
1,Electronic,International,79605,80773
1,Instrumental,International,103519,53724
1,Electronic,International,116880,133836
1,Experimental,Folk,104434,110927
1,Folk,Hip-Hop,125192,75749
1,International,Folk,131950,91933
1,International,Experimental,121913,86140
1,Pop,Electronic,39661,47070
1,Instrumental,Experimental,131325,40122
0,International,International,54442,80773
1,Hip-Hop,Experimental,110772,119097
1,Rock,Folk,106876,140790
1,Folk,Electronic,12046,140260
0,Folk,Folk,134981,67764
1,Instrumental,Folk,116467,136134
0,Experimental,Experimental,137551,7393
1,Folk,Electronic,4017,69732
1,Experimental,Instrumental,118000,139777
1,Experimental,Electronic,104434,114062
1,Instrumental,Folk,126885,129439
1,Electronic,Folk,39607,93075
1,Electronic,Experimental,124752,20424
1,Instrumental,International,123485,59718
1,Experimental,Electronic,43063,52647
1,International,Electronic,129874,93940
1,Experimental,Hip-Hop,44853,4688
1,Instrumental,Experimental,116467,137551
1,Experimental,Electronic,102092,140926
1,Folk,Pop,12052,127294
1,Pop,Rock,111385,114413
1,Folk,International,54297,6396
1,Instrumental,Rock,116099,72290
1,International,Instrumental,107184,125612
1,Pop,International,54666,6366
1,Electronic,Pop,85346,91158
1,International,Instrumental,129887,133561
0,International,International,14602,6396
1,Instrumental,Pop,108021,127294
1,Pop,Rock,129372,83791
1,Instrumental,Folk,132675,84157
1,Experimental,Hip-Hop,137551,14391
1,Electronic,Pop,133016,59449
1,International,Rock,129874,129969
1,Instrumental,Folk,128886,4017
1,Pop,Folk,22478,84157
1,Experimental,International,29744,33070
1,International,Rock,113276,55714
1,Electronic,Pop,21167,69182
1,Pop,Experimental,68355,80611
1,Pop,Electronic,62751,64538
1,Pop,Experimental,127294,43063
1,International,Experimental,43589,68573
1,Pop,Rock,126426,87151
1,International,Folk,113276,61012
1,Hip-Hop,Electronic,12526,79605
1,Pop,International,107046,142569
1,Instrumental,Experimental,119895,44354
1,Hip-Hop,Electronic,17496,48437
1,Instrumental,International,20366,62188
1,Hip-Hop,Pop,130710,27550
0,Instrumental,Instrumental,145457,52446
1,Rock,Instrumental,106877,110652
1,Electronic,Rock,144592,75785
1,Instrumental,Rock,122631,38557
1,International,Folk,129887,88879
1,Instrumental,Folk,122621,12484
1,International,Experimental,131941,86140
0,Folk,Folk,12490,49846
1,Experimental,Pop,149776,86634
1,Instrumental,Experimental,133440,74380
1,International,Hip-Hop,117942,130710
1,Folk,Experimental,125192,135054
0,Instrumental,Instrumental,126408,143305
1,Electronic,Experimental,135986,7393
1,Pop,International,126426,80687
0,Folk,Folk,190,93075
1,International,Electronic,56465,69193
1,Instrumental,International,133561,19459
1,International,Folk,43589,61012
1,Rock,Electronic,120518,127263
1,Instrumental,Rock,131325,57500
1,Electronic,Hip-Hop,29043,89447
1,Rock,Electronic,7495,85291
1,Hip-Hop,Pop,110772,50272
1,Electronic,International,115722,14602
1,International,Experimental,38777,70005
1,Folk,International,212,54442
1,Pop,Rock,107046,87152
1,Folk,Rock,68854,96718
0,Experimental,Experimental,139330,70005
1,Pop,Experimental,50272,64861
1,Folk,Hip-Hop,104008,36985
1,Hip-Hop,Pop,37416,90587
1,Folk,Instrumental,10443,128886
1,International,Pop,142569,32336
0,Pop,Pop,111389,37324
1,Experimental,Electronic,40122,47070
1,Instrumental,Hip-Hop,120773,24428
1,International,Pop,115263,54666
1,Hip-Hop,Experimental,128666,38893
1,Rock,Experimental,106948,74371
1,Pop,Rock,55288,75785
0,Hip-Hop,Hip-Hop,143290,89178
1,Electronic,Rock,21167,37592
1,Hip-Hop,Pop,110772,62751
1,International,Pop,33422,51265
1,Electronic,Rock,115392,72290
1,Experimental,Pop,102092,19689
1,Instrumental,Rock,126018,14742
1,Experimental,Pop,128879,39658
0,Pop,Pop,127181,62751
1,Hip-Hop,Rock,24424,3766
1,Experimental,Folk,118000,126489
1,Folk,Pop,12058,127294
1,Folk,International,131900,59657
1,Experimental,Pop,44804,85956
1,Rock,Electronic,32081,69193
1,Experimental,Pop,86081,87190
1,Pop,Hip-Hop,127298,130710
1,Electronic,Folk,40845,49846
0,Rock,Rock,108297,70402
1,Pop,International,41820,6354
1,Instrumental,Rock,133971,70402
1,Instrumental,Rock,116099,137593
1,Instrumental,Folk,123468,12484
1,Experimental,Pop,119379,67357
1,Experimental,Electronic,137551,99135
1,Folk,Experimental,136134,88486
1,International,Electronic,110449,147191
1,Rock,Hip-Hop,6788,98569
1,Folk,Pop,104008,120188
1,Folk,Pop,212,37324
1,Rock,Hip-Hop,256,72786
0,Pop,Pop,121735,68355
1,Folk,Electronic,125192,85291
0,Experimental,Experimental,68549,74391
1,International,Experimental,62188,7379
1,International,Experimental,129816,92887
0,Experimental,Experimental,43063,43691
0,International,International,24747,54443
1,Folk,Electronic,134981,71508
1,International,Folk,6396,68852
1,Hip-Hop,Experimental,6610,74371
1,Instrumental,Rock,141290,35537
1,Electronic,Hip-Hop,124752,146724
1,Rock,Pop,107506,121594
0,Rock,Rock,10668,131657
1,Hip-Hop,Rock,50264,87151
1,International,Folk,54443,78213
0,Hip-Hop,Hip-Hop,123440,89847
1,Instrumental,Electronic,133449,13708
1,Electronic,International,110103,6366
1,International,Electronic,54442,84264
1,Folk,Hip-Hop,10381,36985
1,Experimental,Folk,139330,81085
0,Rock,Rock,122088,62337
1,Folk,Electronic,113359,40845
1,Rock,International,126670,19459
1,Folk,International,136134,27194
1,Rock,Experimental,1270,82886
1,Electronic,Rock,21422,96935
0,Instrumental,Instrumental,120771,121661
1,Experimental,Pop,118195,55289
1,Electronic,Instrumental,48437,97283
1,Rock,Pop,131657,54666
1,Experimental,International,134643,6342
1,Instrumental,International,116099,91179
1,Hip-Hop,Pop,108837,22475
1,Rock,Hip-Hop,35537,89178
1,Folk,Rock,10381,137998
1,Electronic,Folk,29043,4017
1,Instrumental,Folk,133551,150063
1,Experimental,Electronic,127155,23016
1,Electronic,Pop,127263,91158
0,Experimental,Experimental,24217,44853
1,Instrumental,Folk,118068,190
1,Rock,Experimental,32081,68549
1,International,Folk,110449,127190
1,Pop,Folk,55288,88879
1,Electronic,Rock,40845,91455
0,Hip-Hop,Hip-Hop,123440,144170
1,Pop,International,148585,98300
1,Instrumental,Electronic,120773,73565
1,Pop,International,120189,36273
1,Hip-Hop,Rock,75749,96718
1,Pop,Folk,39661,78213
1,Rock,International,122080,59685
0,Experimental,Experimental,118195,124870
1,Folk,Pop,109906,13362
1,Instrumental,Folk,120776,67764
1,Pop,Hip-Hop,126426,34167
1,International,Rock,110449,48015
1,Hip-Hop,Electronic,130710,79605
1,Folk,International,58135,73768
1,Instrumental,International,114006,51992
1,Experimental,Hip-Hop,129620,132961
1,Rock,Electronic,55714,84198
1,Hip-Hop,Instrumental,121312,75433
1,International,Rock,113271,143220
1,Pop,International,120189,98348
1,Electronic,Experimental,140926,44804
1,Pop,Hip-Hop,91158,91312
1,Instrumental,Folk,110652,12052
1,Folk,Instrumental,10381,14583
1,Hip-Hop,Experimental,121312,43063
1,Hip-Hop,Experimental,36985,7379
0,Rock,Rock,50448,70402
1,Pop,Instrumental,120189,131325
0,Hip-Hop,Hip-Hop,24424,71253
1,Rock,Pop,26638,96944
1,Instrumental,Hip-Hop,133561,36985
1,Folk,International,76437,98300
1,Electronic,Folk,69193,85967
1,Instrumental,Folk,118068,53589
1,Pop,Rock,127181,96718
0,Electronic,Electronic,21167,48437
1,Rock,International,106948,14602
1,Rock,Pop,14742,148585
1,Folk,International,10443,91183
1,Electronic,Pop,73344,91158
1,Experimental,Electronic,119063,21422
1,Folk,Hip-Hop,68854,89447
1,Experimental,Pop,38893,55289
1,International,Pop,19459,27550
1,Rock,Electronic,19187,23016
1,Folk,Hip-Hop,126489,89860
1,Rock,Pop,131657,35608
1,Rock,Instrumental,106948,123485
1,Instrumental,Pop,133440,62449
1,Pop,Rock,46736,74908
1,Instrumental,Folk,133551,4017
0,Pop,Pop,120189,153956
1,Electronic,Hip-Hop,29816,50264
1,Experimental,Electronic,104434,26859
1,Hip-Hop,Instrumental,11791,95725
1,Electronic,Folk,110103,54297
1,Instrumental,Hip-Hop,128887,143290
1,Folk,Instrumental,116451,120773
1,International,Pop,117942,55289
1,Folk,Instrumental,109906,119895
1,Pop,Instrumental,120189,75429
1,International,Folk,129874,131900
1,Instrumental,Folk,119895,140790
1,Pop,Electronic,126406,84264
1,Pop,Experimental,120188,74371
1,Pop,Electronic,32336,39607
1,Electronic,International,110690,91183
1,Instrumental,Electronic,133447,140260
1,Rock,Instrumental,10668,141293
1,Experimental,Folk,148,67764
1,Rock,Hip-Hop,35571,71252
1,Pop,Rock,120189,74908
1,Pop,Rock,111385,37592
1,Electronic,Hip-Hop,108525,72786
1,Instrumental,Pop,118068,148585
1,Folk,Pop,12046,85596
0,Electronic,Electronic,26859,47070
0,Folk,Folk,116451,49846
1,Instrumental,International,133457,53302
0,Pop,Pop,126362,85596
1,International,Instrumental,43594,75429
1,Instrumental,Electronic,115473,55782
1,International,Hip-Hop,53302,89860
1,Instrumental,Hip-Hop,120302,142671
1,Pop,Electronic,126362,140934
1,Hip-Hop,International,12526,62188
1,Folk,Hip-Hop,126748,154307
1,International,Instrumental,110449,116099
0,International,International,113271,31888
1,Rock,Experimental,112734,69002
1,Instrumental,Folk,131325,68854
1,Pop,International,126406,6396
1,Instrumental,International,119895,134956
1,Electronic,Hip-Hop,52647,89847
1,Instrumental,Hip-Hop,120773,71253
1,Electronic,International,104283,107184
1,Pop,International,46736,59664
1,Pop,Instrumental,27550,97283
1,Electronic,Pop,121452,67357
1,Folk,Pop,131900,85956
1,Experimental,Folk,86081,93075
1,Pop,Folk,120189,72046
1,Electronic,Rock,73565,87151
0,International,International,131941,59664
1,Hip-Hop,Rock,50264,55714
1,Pop,Hip-Hop,127181,129910
1,Hip-Hop,Experimental,64516,7379
1,Pop,Experimental,32328,44354
1,Instrumental,Electronic,133438,64538
1,Rock,Pop,10668,35608
0,Experimental,Experimental,149776,44799
1,Hip-Hop,Folk,50264,61012
1,Instrumental,Folk,110652,91933
1,Rock,Experimental,120518,134631
1,Hip-Hop,Pop,123968,62751
1,Pop,Folk,50272,91933
1,Experimental,Electronic,137551,40845
0,Folk,Folk,58135,93704
1,Instrumental,Rock,116099,40984
1,Experimental,Electronic,112781,73565
1,Folk,Pop,12046,153956
1,Folk,Rock,129439,96718
1,Pop,Hip-Hop,121594,130710
1,Instrumental,Pop,120771,127298
1,Experimental,Rock,102092,106948
1,Hip-Hop,Rock,146724,55714
1,Hip-Hop,Electronic,103800,104283
0,Hip-Hop,Hip-Hop,34167,6610
1,Instrumental,Folk,123485,73675
1,Experimental,Hip-Hop,112781,43867
1,Electronic,Instrumental,116880,126885
0,Experimental,Experimental,102092,139330
1,Experimental,International,104434,51992
1,Folk,Pop,12058,90589
1,Pop,Hip-Hop,142551,56496
1,Rock,Pop,106567,19689
1,Electronic,Experimental,29816,40122
1,Rock,International,106948,115263
1,Pop,Electronic,77564,93940
0,Hip-Hop,Hip-Hop,24424,43867
0,Experimental,Experimental,127155,43691
1,Instrumental,International,123485,38777
1,Instrumental,Electronic,119895,135986
1,Instrumental,Hip-Hop,103519,24428
1,Folk,Electronic,58135,71508
1,International,Experimental,14602,44799
1,Pop,International,35608,98300
1,Hip-Hop,International,150288,54442
1,Instrumental,International,133438,152254
1,Rock,International,112733,24747
1,Pop,Rock,22475,7495
0,Hip-Hop,Hip-Hop,149118,78984
1,Electronic,Rock,27406,55714
1,Folk,Instrumental,12058,120771
1,Electronic,Instrumental,133016,141293
1,Pop,Experimental,129372,82886
1,International,Experimental,113699,24217
1,Instrumental,Electronic,103519,121452
1,Electronic,Hip-Hop,140934,89447
1,Pop,Instrumental,107046,145457
1,Instrumental,Electronic,116467,73344
1,Hip-Hop,Pop,149118,59449
1,Experimental,Pop,20424,41820
1,Pop,Folk,11199,140790
1,Rock,Electronic,110410,125999
0,Electronic,Electronic,27406,99135
1,Electronic,Hip-Hop,72215,75749
1,Rock,Experimental,122088,44853
1,Pop,Experimental,126362,68573
1,Hip-Hop,Rock,12526,38557
1,Experimental,International,44804,59718
1,Hip-Hop,Folk,108495,126786
0,Pop,Pop,11198,62449
0,Electronic,Electronic,115392,144592
0,Pop,Pop,62751,86119
1,Hip-Hop,Pop,24424,62449
1,International,Folk,113276,116451
1,Folk,Instrumental,116456,141290
1,Instrumental,International,128887,4102
1,Rock,Experimental,72290,86140
1,Instrumental,Rock,116467,141878
0,Electronic,Electronic,108525,57417
1,Hip-Hop,Pop,14391,67357
1,Hip-Hop,Folk,78849,84157
1,Folk,Electronic,11059,140934
1,Rock,Pop,10668,121735
1,Folk,Instrumental,110927,80518
1,Instrumental,Rock,130991,48015
1,Instrumental,Folk,116099,68852
1,Hip-Hop,Rock,37416,9559
1,Pop,Experimental,11199,119063
1,Experimental,Pop,44804,51260
0,International,International,60548,73768
1,Pop,Instrumental,121735,75436
0,Pop,Pop,19689,55289
1,International,Pop,129887,32328
1,International,Hip-Hop,113699,89847
0,Pop,Pop,11198,22478
1,Instrumental,Hip-Hop,123484,24428
1,Hip-Hop,Pop,34167,51260
1,Hip-Hop,Folk,103800,134981
1,Experimental,Rock,48863,55714
1,Electronic,International,73344,91179
1,Instrumental,Experimental,14583,7379
1,Hip-Hop,Electronic,89447,93940
1,Rock,Experimental,10668,119379
1,Rock,Experimental,112733,137551
1,Pop,International,121735,134956
1,Rock,Pop,48015,55288
1,International,Folk,107184,12046
1,Pop,Folk,32336,42659
1,Rock,Hip-Hop,122080,71230
1,Hip-Hop,Folk,154307,53589
0,Rock,Rock,112733,35571
0,Folk,Folk,136134,47662
1,Instrumental,Folk,130991,54297
1,Rock,Hip-Hop,114413,14391
1,Instrumental,Experimental,116099,40122
1,Instrumental,Rock,132678,7495
1,Rock,Electronic,120518,39607
1,Instrumental,Experimental,113789,29744
0,Pop,Pop,120188,46736
1,Rock,Hip-Hop,107506,143290
1,Experimental,Folk,18112,3708
1,Pop,Rock,11199,83791
1,Rock,Hip-Hop,110410,91309
1,International,Pop,115269,41820
1,Pop,Rock,85596,91455
0,Experimental,Experimental,112781,46238
1,Pop,Electronic,126406,64537
1,Folk,Hip-Hop,210,71230
1,Rock,Pop,143220,77564
1,Hip-Hop,Pop,123440,27550
1,Instrumental,International,126885,6366
1,Folk,International,131900,98348
1,Electronic,Hip-Hop,110103,78849
1,Hip-Hop,Pop,110772,85596
1,Folk,Instrumental,78213,95725
1,Electronic,Folk,124752,210
1,Instrumental,Pop,132678,59449
1,Folk,Experimental,12058,134631
1,Experimental,International,113203,51992
1,International,Experimental,19459,40122
1,Electronic,Hip-Hop,104284,123440
1,International,Hip-Hop,133836,71230
1,Rock,Electronic,122088,26859
1,Instrumental,Electronic,128886,84198
1,Folk,Instrumental,134981,20366
0,Rock,Rock,35571,91455
0,Pop,Pop,127298,51260
1,Experimental,Instrumental,119097,93917
1,Rock,Instrumental,87151,95725
1,Hip-Hop,Folk,150288,54062
1,Pop,International,37324,62188
1,Instrumental,Electronic,126408,48437
1,Rock,Electronic,256,56802
1,Instrumental,Folk,130991,85967
1,Electronic,Experimental,26629,88486
1,Hip-Hop,International,146724,98300
1,Instrumental,Experimental,119895,29744
1,Experimental,Folk,119063,85967
1,Instrumental,Rock,126408,26639
1,Folk,Hip-Hop,53589,64517
1,Folk,Experimental,104008,86140
1,Rock,Electronic,114413,85346
1,Electronic,Rock,48437,86419
1,Instrumental,Folk,120776,42659
1,Folk,Hip-Hop,47865,89178
1,Folk,Pop,116451,52393
1,Folk,Hip-Hop,10381,128666
1,Pop,Folk,138062,93704
1,Instrumental,Experimental,110652,29744
1,Experimental,Folk,118195,93075
1,International,Instrumental,131950,145457
1,Experimental,Pop,119063,127294
1,Pop,Folk,127181,210
1,Hip-Hop,Electronic,123440,21167
1,Rock,Hip-Hop,26638,97569
1,Experimental,Hip-Hop,48863,71230
1,Hip-Hop,Electronic,150288,57417
1,Experimental,Folk,113203,42659
0,Experimental,Experimental,69002,86140
1,Rock,Experimental,106567,113203
0,Experimental,Experimental,125239,7393
0,Hip-Hop,Hip-Hop,37416,71691
1,Hip-Hop,Pop,78849,86634
1,Folk,Electronic,116706,79605
1,Rock,Pop,42310,50272
1,Experimental,Rock,102092,6788
1,Electronic,Experimental,116878,43691
1,Instrumental,Rock,103519,42310
1,International,Pop,36273,53591
1,Rock,Pop,1270,90587
1,Electronic,Instrumental,108339,130993
1,Electronic,Rock,110690,35537
1,International,Pop,131941,51265
0,International,International,6342,80773
1,Experimental,Pop,40122,54666
1,Pop,Experimental,62751,74391
1,Instrumental,Experimental,118068,125239
1,Experimental,Electronic,129620,21167
1,Instrumental,Hip-Hop,133441,4688
1,Hip-Hop,Instrumental,110772,75433
1,Hip-Hop,Experimental,150288,7393
1,Rock,International,112733,98300
1,Hip-Hop,Electronic,11777,124917
0,Electronic,Electronic,140260,55782
0,Pop,Pop,22475,39530
1,Instrumental,Folk,81782,85438
1,Experimental,International,11237,6354
1,Electronic,Experimental,108525,127155
1,Rock,Experimental,114413,88486
1,Pop,International,153956,59685
1,Pop,International,111389,134935
1,Electronic,Instrumental,108525,81782
1,Electronic,Instrumental,114282,120771
1,Electronic,Pop,29816,39530
1,Pop,International,126426,4233
0,Folk,Folk,134981,47865
0,Electronic,Electronic,121452,147191
1,Instrumental,International,119895,133836
1,International,Hip-Hop,113276,149118
1,Folk,Electronic,136134,69193
1,Hip-Hop,Folk,146152,76437
1,Folk,Electronic,40244,69193
1,Instrumental,Electronic,118068,72215
1,Rock,Instrumental,114413,133971
0,Rock,Rock,16819,9559
1,Instrumental,Rock,114535,40984
0,Instrumental,Instrumental,126408,133441
1,Folk,Rock,68854,70402
1,Folk,Experimental,12046,83960
1,Instrumental,Rock,113789,48015
1,Rock,Electronic,1270,140260
